id,count_of_events,mean_down_time,mean_up_time,mean_action_time,median_down_time,median_up_time,median_action_time,count_word_count,mean_word_count,median_word_count,idle_word_count,count_cursor_position,mean_cursor_position,median_cursor_position,idle_cursor_position,common_activity,common_up_event,common_down_event,count_input,count_remove,count_nonproduction,count_replace,count_paste,input_back_ratio,cursor_word_ratio,count_pun,count_down_q,count_down_Space,count_down_Backspace,count_down_Shift,count_down_ArrowRight,count_down_Leftclick,count_down_ArrowLeft,count_down_.,"count_down_,",count_down_ArrowDown,count_up_q,count_up_Space,count_up_Backspace,count_up_Shift,count_up_ArrowRight,count_up_Leftclick,count_up_ArrowLeft,count_up_.,"count_up_,",count_up_ArrowDown,score
3a65a167,2126,387423.0569143932,387557.2817497648,134.22483537158985,363873.0,364012.5,127.0,301,154.68109125117593,162.0,272,1560,779.376293508937,823.5,1410,0,104,105,1747,187,192,0,0,9.342245989304812,5.1827242524916945,32,1375,332,187,127,2,39,13,16,12,3,1375,332,187,127,2,39,13,16,12,3,3.0
3a894e01,2722,684454.2101396032,684559.360396767,105.15025716385011,649283.5,649403.0,106.0,350,175.56796473181484,183.0,341,1733,869.643644379133,908.0,1687,0,104,105,2139,406,177,0,0,5.268472906403941,4.951428571428571,26,1656,450,406,148,4,25,0,23,3,0,1656,450,406,148,4,25,0,23,3,0,2.0
3a8c1895,2474,798570.3185125303,798710.5432497979,140.22473726758287,754195.0,754297.0,129.0,408,200.77566693613582,198.0,21,2197,1054.7995149555377,1067.5,95,0,104,105,2280,82,111,1,0,27.804878048780488,5.384803921568627,32,1820,416,82,84,0,27,0,30,0,0,1820,416,82,84,0,27,0,30,0,0,4.0
3abc84bf,2832,606727.0134180791,606839.0395480226,112.02612994350282,494315.5,494453.5,109.0,396,201.3156779661017,208.0,343,2341,1156.6232344632767,1173.5,2200,0,104,105,2510,217,104,0,1,11.566820276497696,5.911616161616162,32,2061,412,216,27,40,27,2,20,9,0,2061,412,216,27,40,27,2,20,9,0,4.5
3b16cdcc,3614,790658.0196458218,790763.1408411732,105.12119535141117,721054.5,721144.5,103.0,395,217.85749861649143,220.0,384,2301,1164.664360819037,1178.0,0,0,104,105,2760,461,391,0,2,5.9869848156182215,5.8253164556962025,31,2244,473,461,32,13,44,16,23,6,120,2244,473,461,32,13,44,16,23,6,120,4.5
3b255c54,5077,762287.2928895017,762347.0772109514,59.784321449675005,691346.0,691452.0,50.0,753,372.21981485129015,371.0,442,4299,1591.4333267677762,1633.0,2087,0,104,105,4512,213,352,0,0,21.183098591549296,5.709163346613546,81,3581,839,213,68,232,45,5,29,40,1,3581,839,213,68,232,45,5,29,40,1,5.5
3b5cd2b2,10313,829257.533501406,829347.1942208862,89.66071948026763,761636.0,761712.0,84.0,1247,634.7574905459129,664.0,935,7176,3408.838650247261,3731.0,0,0,104,105,8666,1489,158,0,0,5.820013431833445,5.754611066559743,158,6976,1513,1501,100,3,28,2,58,86,3,6976,1513,1501,100,3,28,2,58,86,3,4.0
3b664e22,2632,677839.284574468,677959.3746200608,120.09004559270517,693953.0,694041.5,122.0,425,208.43693009118542,205.0,340,2353,1165.6546352583587,1168.5,352,0,104,105,2460,108,64,0,0,22.77777777777778,5.536470588235294,60,1932,462,108,52,0,11,0,30,18,0,1932,462,108,52,0,11,0,30,18,0,4.5
3b75532b,5174,532668.5106300735,532743.9124468496,75.40181677618864,498609.5,498738.0,85.0,395,187.93505991495942,209.0,310,2374,941.3264398917665,874.5,1900,0,104,105,2852,412,1908,2,0,6.922330097087379,6.010126582278481,49,2335,466,412,1785,64,53,2,22,18,0,2334,466,412,1785,64,53,2,22,18,0,4.5
3bb7e7f4,2124,796884.5743879472,796980.8738229756,96.29943502824858,759443.5,759505.5,90.5,239,136.65254237288136,152.5,238,1463,810.991054613936,905.5,1143,0,104,105,1820,233,70,0,1,7.8111587982832615,6.121338912133891,32,1482,304,233,19,0,50,0,14,10,0,1482,304,233,19,0,50,0,14,10,0,3.5
3bfdb870,3425,432322.77343065693,432399.4417518248,76.6683211678832,406273.0,406358.0,76.0,399,189.50394160583943,180.0,399,2355,1117.1223357664232,1112.0,427,0,104,105,2854,453,118,0,0,6.300220750551876,5.902255639097745,55,2318,470,453,68,11,26,4,24,20,8,2318,470,453,68,11,26,4,24,20,8,4.0
3c1538c7,2205,707846.91292517,707937.0485260771,90.13560090702948,500878.0,500928.0,90.0,284,153.72108843537416,156.0,273,1599,717.9092970521542,704.0,69,0,104,105,1884,214,106,1,0,8.80373831775701,5.630281690140845,25,1426,416,214,21,0,76,0,21,4,0,1426,416,214,21,0,76,0,21,4,0,3.0
3c3605d7,3750,838152.96,838273.7149333333,120.75493333333333,772994.0,773113.0,123.0,517,291.88346666666666,308.0,380,2849,1449.0112,1469.5,0,0,104,105,2984,135,631,0,0,22.103703703703705,5.51063829787234,56,2333,575,135,72,0,10,0,30,14,277,2333,575,135,72,0,10,0,30,14,277,5.0
3c417fd5,4524,750121.5327144121,750195.7712201591,74.23850574712644,706110.5,706193.5,72.0,635,308.80658709106984,296.0,191,3595,1748.8735632183907,1654.5,806,0,104,105,3877,216,425,5,1,17.949074074074073,5.661417322834645,55,3099,683,214,356,0,61,0,24,23,0,3099,683,214,356,0,61,0,24,23,0,4.5
3c53bfa0,2887,785938.5704883962,786045.2715621752,106.70107377900935,748157.0,748184.0,101.0,300,151.20124696917216,144.0,156,1821,813.2535503983373,885.0,858,0,104,105,2316,429,136,6,0,5.398601398601398,6.07,38,1902,377,429,60,0,76,0,19,15,0,1901,377,429,60,0,76,0,19,15,0,4.0
3c79be4b,3601,332455.5859483477,332513.51263537904,57.92668703138017,304418.0,304506.0,72.0,302,135.53846153846155,112.0,92,1720,750.7839489030824,610.0,507,0,104,105,2053,280,1267,1,0,7.332142857142857,5.695364238410596,51,1640,357,280,1234,0,33,0,14,30,0,1640,357,280,1234,0,33,0,14,30,0,3.5
3c837aa3,1384,776378.0867052024,776477.5556358382,99.46893063583815,782944.0,783072.5,90.0,215,105.41329479768787,102.0,8,1164,577.6293352601156,559.5,252,0,104,105,1243,83,58,0,0,14.975903614457831,5.413953488372093,17,994,232,83,0,17,8,22,16,1,0,994,232,83,0,17,8,22,16,1,0,2.0
3c957930,2694,649925.3808463252,650105.1106161841,179.72976985894582,627070.0,627207.5,137.0,315,160.33147735708982,156.0,314,2011,1014.6406829992576,1034.5,1384,0,104,105,2332,261,91,10,0,8.934865900383143,6.3841269841269845,64,1917,350,261,38,0,51,0,20,25,0,1917,350,261,38,0,51,0,20,25,0,4.5
3cb3b607,1887,1057319.5548489667,1057434.9554848967,115.4006359300477,1130331.0,1130378.0,129.0,177,76.88500264970853,72.0,90,1043,457.41547429782725,446.0,558,0,104,105,1140,548,193,0,6,2.0802919708029197,5.892655367231638,16,912,196,546,31,29,3,45,15,1,0,912,196,546,31,29,3,45,15,1,0,2.5
3cc2d640,6355,994434.8821400471,994523.6095987412,88.72745869394178,1062223.0,1062307.0,84.0,968,477.53375295043276,488.0,871,4937,2443.5210070810385,2491.0,697,0,104,105,5584,610,160,1,0,9.154098360655738,5.100206611570248,116,4355,1102,610,135,0,20,1,58,34,4,4355,1102,610,135,0,20,1,58,34,4,5.5
3cffdc8a,3240,795360.6388888889,795440.9043209876,80.26543209876543,759084.0,759190.0,75.0,509,246.29382716049383,244.0,313,2772,1374.4086419753087,1336.5,754,0,104,105,2928,156,156,0,0,18.76923076923077,5.445972495088409,67,2157,684,156,152,0,4,0,46,9,0,2157,684,156,152,0,4,0,46,9,0,1.5
3d1f8204,2217,970612.1262967974,970701.0721695985,88.94587280108254,1038767.0,1038880.0,84.0,265,133.83761840324763,134.0,46,1665,842.106450157871,862.0,0,0,104,105,1915,253,49,0,0,7.569169960474309,6.283018867924528,22,1443,445,262,14,8,8,7,14,7,0,1443,445,262,14,8,8,7,14,7,0,3.0
3d24cd53,3162,926475.5202403542,926586.2884250474,110.76818469323213,887291.0,887399.0,112.0,416,211.47881087919038,228.0,219,2401,1208.9301075268818,1290.5,1237,0,104,105,2694,289,179,0,0,9.321799307958477,5.771634615384615,76,2131,472,289,114,0,65,0,32,14,0,2131,472,289,114,0,65,0,32,14,0,3.5
3d6b15dd,4346,612157.7436723424,612250.9137137597,93.17004141739531,591437.5,591539.0,88.0,462,250.24321214910262,264.0,462,2975,1200.9139438564198,1050.0,2728,0,104,105,3747,549,50,0,0,6.825136612021858,6.4393939393939394,65,3097,576,549,22,0,27,0,21,33,0,3097,576,549,22,0,27,0,21,33,0,4.0
3d95f52a,2873,894636.7128437174,894718.8336233902,82.12077967281587,845719.0,845811.0,81.0,527,260.5739644970414,261.0,99,2761,1375.8708666898713,1369.0,0,0,104,105,2799,37,37,0,0,75.64864864864865,5.239089184060721,39,2209,546,37,28,0,8,0,18,19,0,2209,546,37,28,0,8,0,18,19,0,4.0
3dccb44b,2520,537755.9424603175,537835.4416666667,79.49920634920635,529725.5,529793.0,69.0,269,125.92777777777778,108.0,63,1624,680.7238095238096,616.0,308,0,104,105,2046,422,52,0,0,4.848341232227488,6.037174721189591,25,1667,348,408,24,4,24,0,17,6,0,1667,348,408,24,4,24,0,17,6,0,4.0
3de6dde6,3499,922706.2786510432,922819.1731923406,112.89454129751357,899273.0,899344.0,111.0,520,264.64246927693625,264.0,114,2930,1362.2575021434695,1396.0,2427,0,104,105,3160,193,146,0,0,16.373056994818654,5.634615384615385,54,2491,612,190,112,0,10,0,30,15,0,2491,612,190,112,0,10,0,30,15,0,4.0
3deab542,2070,353696.39130434784,353817.92946859903,121.53816425120773,189600.0,189752.0,123.0,339,171.24202898550723,173.0,271,1875,954.3053140096619,966.5,1501,0,104,105,1936,62,72,0,0,31.225806451612904,5.530973451327434,55,1523,348,62,68,0,4,0,18,21,0,1523,348,62,68,0,4,0,18,21,0,4.0
3e0aa9dd,3851,837709.1822903142,837821.3217346144,112.13944430018176,841322.0,841473.0,117.0,501,241.53492599324852,237.0,71,2834,1368.752012464295,1335.0,389,0,104,105,3202,368,279,2,0,8.701086956521738,5.656686626746507,41,2551,607,399,225,0,16,0,26,10,0,2551,607,399,225,0,16,0,26,10,0,2.5
3e10785d,1470,2800879.405442177,2801039.4585034014,160.0530612244898,2720411.5,2720559.0,167.0,217,110.22857142857143,111.0,213,1219,616.8959183673469,625.5,1122,0,104,105,1302,83,85,0,0,15.686746987951807,5.617511520737327,23,1031,233,72,66,7,1,4,21,0,3,1031,233,72,66,7,1,4,21,0,3,1.5
3e2b4048,1599,539855.4652908067,540003.0075046904,147.5422138836773,498239.0,498375.0,145.0,252,125.0375234521576,124.0,199,1534,773.4502814258911,767.0,1330,0,104,105,1564,30,5,0,0,52.13333333333333,6.087301587301587,20,1257,282,30,0,0,5,0,20,0,0,1257,282,30,0,0,5,0,20,0,0,2.5
3e3303e5,4773,679908.9899434318,679972.9606117746,63.970668342761364,609446.0,609537.0,62.0,480,266.92394720301695,266.0,115,2862,1259.4020532160066,1522.0,2326,0,104,105,3678,741,353,0,1,4.963562753036437,5.9625,67,3006,596,721,273,0,63,0,27,28,0,3006,596,721,273,0,63,0,27,28,0,4.5
3e3848e6,4599,884244.4607523375,884345.8964992389,101.43574690150032,875331.0,875416.0,92.0,724,364.71015438138727,366.0,41,4102,2056.205479452055,2049.0,3645,0,104,105,4310,208,81,0,0,20.721153846153847,5.665745856353591,55,3496,756,208,70,0,6,0,40,9,5,3496,756,208,70,0,6,0,40,9,5,4.5
3e3cb355,4064,928078.7898622047,928190.5684055118,111.77854330708661,905705.0,905789.5,108.0,462,255.49409448818898,265.0,434,2916,1617.8469488188975,1661.5,2773,0,104,105,3200,492,369,2,1,6.504065040650406,6.311688311688312,69,2598,521,492,293,0,51,0,25,34,0,2596,521,492,293,0,51,0,25,34,0,6.0
3e40ecd2,3025,782341.4317355372,782456.3345454546,114.90280991735537,744718.0,744804.0,115.0,522,262.91074380165287,267.0,282,2785,1349.7206611570248,1411.0,1392,0,104,105,2880,94,51,0,0,30.638297872340427,5.335249042145594,26,2319,528,94,30,0,19,0,22,0,0,2319,528,94,30,0,19,0,22,0,0,3.0
3e498d1f,4935,955619.7029381966,955732.3979736576,112.69503546099291,953799.0,953900.0,107.0,597,291.49442755825737,312.0,394,3428,1344.1173252279634,897.0,215,0,104,105,4513,298,118,4,2,15.144295302013424,5.742043551088777,85,3651,769,298,72,0,40,0,45,27,0,3648,769,298,72,0,40,0,45,27,0,5.0
3e4d4afe,2175,959534.1967816092,959667.6312643678,133.4344827586207,1013973.0,1014126.0,143.0,209,105.26850574712644,106.0,137,1182,554.2027586206897,533.0,800,0,104,105,1372,190,613,0,0,7.221052631578948,5.655502392344498,31,1065,262,190,301,166,30,104,20,3,6,1065,262,190,301,166,30,104,20,3,6,2.5
3e5c062d,1995,971710.615037594,971795.4135338346,84.79849624060151,1005323.0,1005399.0,77.0,235,80.33734335839598,68.0,1,1477,485.2631578947368,404.0,0,0,104,105,1572,271,151,0,1,5.800738007380073,6.285106382978723,17,1263,287,372,0,0,21,0,8,8,0,1263,287,372,0,0,21,0,8,8,0,2.0
3e6f3340,7152,578382.9036633109,578479.6139541387,96.7102908277405,522725.0,522815.5,102.0,761,363.5064317673378,363.0,43,4541,2171.2947427293066,1924.5,257,0,104,105,5292,731,1128,1,0,7.239398084815321,5.967148488830486,115,4251,915,719,998,15,43,45,33,52,6,4250,915,719,998,15,43,45,33,52,6,6.0
3e99d020,2536,820167.2444794952,820283.614747634,116.37026813880126,715899.0,716005.0,112.0,353,196.2685331230284,211.0,302,2121,1134.4609621451104,1189.5,1242,0,104,105,2283,176,70,0,7,12.971590909090908,6.008498583569405,33,1857,381,176,0,0,25,0,15,18,0,1857,381,176,0,0,25,0,15,18,0,3.5
3ec5db01,6326,941968.40056908,942070.9726525451,102.57208346506481,959434.5,959540.5,104.0,680,350.1531773632627,355.0,627,3858,1912.8338602592476,1987.5,3638,0,104,105,4846,876,601,3,0,5.531963470319635,5.673529411764706,108,3894,835,876,527,14,46,0,43,32,0,3893,835,876,527,14,46,0,43,32,0,4.5
3ec68173,4974,714510.3168476076,714621.3652995577,111.04845195014073,622887.0,623357.5,108.0,605,315.0339766787294,331.0,352,3447,1449.6924004825091,1328.0,864,0,104,105,4380,457,131,6,0,9.584245076586432,5.697520661157025,105,3472,802,457,75,10,41,3,33,40,0,3470,802,457,75,10,41,3,33,40,0,4.5
3ec690e1,2591,721897.13238132,722011.9749131609,114.84253184098803,719871.0,719949.0,117.0,332,171.39096873793903,169.0,242,1904,960.7317637977615,982.0,807,0,104,105,2277,275,38,1,0,8.28,5.734939759036145,28,1818,429,275,25,1,10,0,17,3,0,1817,429,275,25,1,10,0,17,3,0,3.5
3f0ba72c,2740,719721.2452554745,719799.1708029197,77.92554744525548,862296.0,862371.5,77.0,428,215.80766423357665,220.5,299,2081,1092.1284671532846,1220.0,1661,0,104,105,2460,80,199,1,0,30.75,4.86214953271028,59,1954,440,80,66,37,4,62,40,7,8,1954,440,80,66,37,4,62,40,7,8,4.0
3f73ca80,3360,893983.244047619,894089.5860119048,106.34196428571428,927065.5,927100.0,100.0,293,139.73095238095237,126.0,125,1710,826.0157738095238,834.0,824,0,104,105,2475,662,223,0,0,3.7386706948640485,5.836177474402731,61,1959,442,662,50,92,36,23,25,24,16,1959,442,662,50,92,36,23,25,24,16,4.5
3f7887c6,1855,527581.3433962264,527720.2059299191,138.86253369272237,393187.0,393274.0,139.0,279,147.1843665768194,160.0,207,1636,829.9568733153639,878.0,998,0,104,105,1754,87,13,1,0,20.160919540229884,5.863799283154122,10,1375,366,87,0,0,9,0,10,0,0,1375,366,87,0,0,9,0,10,0,0,2.5
3fc18493,4600,1029343.3126086957,1029409.0032608695,65.69065217391304,1051274.0,1051339.0,64.0,484,248.07260869565218,247.0,62,2876,1501.1769565217392,1502.0,912,0,104,105,3667,767,162,4,0,4.78096479791395,5.9421487603305785,64,2974,629,767,133,1,26,1,25,33,0,2974,629,767,133,1,26,1,25,33,0,5.0
3fdd2b5e,4351,650555.9009423121,650666.1344518502,110.23350953803724,589514.0,589545.0,109.0,366,217.18317628131464,245.0,329,2226,767.9255343599173,641.0,182,0,104,105,2845,596,907,1,2,4.773489932885906,6.081967213114754,43,2332,470,584,46,314,129,320,18,22,75,2332,470,584,46,314,129,320,18,22,75,4.0
3fdf630c,3450,529575.0536231884,529651.8397101449,76.78608695652174,511391.5,511457.5,69.0,426,219.36028985507247,224.0,336,2482,1273.9608695652173,1298.5,1972,0,104,105,2915,424,110,1,0,6.875,5.826291079812207,58,2356,488,424,82,0,25,0,27,15,0,2356,488,424,82,0,25,0,27,15,0,4.5
3fe62246,2968,683174.6714959568,683275.263477089,100.59198113207547,601815.0,601896.5,92.0,392,195.93766846361186,187.0,353,2336,1056.5876010781672,1073.0,710,0,104,105,2639,220,100,9,0,11.995454545454546,5.959183673469388,54,2134,450,214,23,7,68,2,20,32,0,2134,450,214,23,7,68,2,20,32,0,4.5
3ff9d316,4275,1099406.8736842105,1099528.1808187135,121.30713450292397,1142243.0,1142275.0,122.0,486,218.99017543859648,213.0,218,2719,1248.2163742690059,1229.0,443,0,104,105,3391,664,219,1,0,5.106927710843373,5.594650205761317,46,2705,633,667,173,31,7,4,25,11,0,2705,633,667,173,31,7,4,25,11,0,4.5
40145912,2400,864911.8483333334,864976.3479166667,64.49958333333333,818477.0,818544.0,60.0,353,183.65791666666667,183.0,321,2006,1038.6408333333334,1046.5,1795,0,104,105,2177,122,100,1,0,17.84426229508197,5.682719546742209,24,1753,397,122,0,0,57,0,19,5,0,1753,397,122,0,0,57,0,19,5,0,3.5
402c7ed8,3796,751106.7197049526,751210.3063751317,103.58667017913594,750746.5,750861.0,100.0,475,230.0213382507903,223.0,94,3071,1264.1662276080085,1175.0,1576,0,104,105,3398,323,74,1,0,10.520123839009289,6.465263157894737,42,2788,561,323,22,11,40,0,18,24,0,2788,561,323,22,11,40,0,18,24,0,4.5
4042f12f,3948,968077.6132218845,968159.5195035461,81.90628166160081,860668.0,860794.5,81.0,559,296.7581053698075,298.0,43,2660,1307.4863221884498,1384.0,1546,0,104,105,3276,568,103,1,0,5.767605633802817,4.758497316636851,80,2552,641,568,78,0,24,0,32,22,0,2552,641,568,78,0,24,0,32,22,0,4.0
40556bf1,5213,456027.4830232112,456143.6683291771,116.1853059658546,510589.0,510705.0,116.0,805,400.66775369269135,412.0,251,4586,2261.789180893919,2277.0,2491,0,104,105,4872,249,92,0,0,19.566265060240966,5.696894409937888,88,3901,866,249,61,0,28,1,35,37,1,3901,866,249,61,0,28,1,35,37,1,5.5
409e7178,1638,1124090.9505494505,1124185.9835164836,95.03296703296704,1150650.5,1150789.0,95.0,224,117.89499389499389,119.5,41,1199,577.4737484737485,574.0,574,0,104,105,1344,138,156,0,0,9.73913043478261,5.352678571428571,27,1060,253,76,108,20,28,0,20,3,0,1060,253,76,108,20,28,0,20,3,0,3.0
40caf723,3078,749547.4476933073,749680.3924626381,132.94476933073423,517129.5,517241.0,119.0,378,194.49155295646523,207.0,209,1959,783.8927875243664,660.5,359,0,104,105,2687,234,150,6,1,11.482905982905983,5.182539682539683,80,2130,471,233,59,4,81,0,28,22,0,2126,471,233,59,4,81,0,28,22,0,3.0
40f941ae,3520,842575.5636363636,842735.0764204545,159.5127840909091,880652.5,880818.0,159.0,342,175.24119318181818,173.0,282,2240,1139.1678977272727,1149.5,1831,0,104,105,2589,342,588,1,0,7.5701754385964914,6.549707602339181,55,2137,390,342,420,0,42,0,31,21,1,2137,390,342,420,0,42,0,31,21,1,3.5
40fd4917,1615,1022138.3609907121,1022218.1572755418,79.79628482972136,1078811.0,1078865.0,75.0,222,107.24953560371517,100.0,43,1257,611.9758513931888,584.0,428,0,104,105,1397,139,79,0,0,10.050359712230216,5.662162162162162,32,1107,245,139,29,2,37,11,24,4,0,1107,245,139,29,2,37,11,24,4,0,3.0
4107bf80,5542,814275.41447131,814333.2610970768,57.84662576687116,761757.0,761827.5,61.0,415,184.12179718513173,177.0,0,2565,1126.8523998556477,961.5,0,0,104,105,3047,228,2251,15,1,13.364035087719298,6.180722891566265,47,2518,489,227,2130,0,112,0,28,17,7,2518,489,227,2130,0,112,0,28,17,7,4.0
41090ec8,1724,596732.5313225058,596858.590487239,126.05916473317865,595241.5,595370.0,122.0,214,105.98317865429235,109.0,45,1291,636.6003480278422,645.5,1091,0,104,105,1404,111,207,2,0,12.64864864864865,6.0327102803738315,15,1115,272,111,53,80,16,56,11,2,0,1115,272,111,53,80,16,56,11,2,0,3.0
41388810,5396,816103.8220904374,816215.9940696813,112.17197924388437,782568.5,782706.5,112.0,519,270.96534469977763,256.0,134,3057,1609.364899925871,1526.5,1326,0,104,105,4188,1143,64,1,0,3.664041994750656,5.890173410404624,55,3405,722,1143,53,0,9,0,32,20,0,3405,722,1143,53,0,9,0,32,20,0,4.5
414827f7,2538,926342.6623325453,926421.4361702128,78.77383766745469,955010.5,955053.0,62.0,337,153.4475965327029,143.5,34,2085,971.5106382978723,946.5,0,0,104,105,2292,144,99,3,0,15.916666666666666,6.186943620178042,55,1835,387,142,44,1,51,1,19,18,0,1835,387,142,44,1,51,1,19,18,0,4.5
41a021da,2216,823240.7743682311,823332.4142599278,91.63989169675091,865267.0,865364.0,97.0,260,132.14305054151623,135.0,34,1558,745.5514440433213,783.0,207,0,104,105,1623,44,545,2,0,36.88636363636363,5.992307692307692,41,1299,271,37,450,1,60,1,16,9,0,1299,271,37,450,1,60,1,16,9,0,4.0
41af0616,3411,734823.3934330109,734907.0809146878,83.68748167692759,734962.0,735030.0,84.0,283,143.28320140721195,143.0,185,1808,859.9654060392846,886.0,1184,0,104,105,2404,571,434,2,0,4.21015761821366,6.3886925795053005,38,1981,379,570,371,1,58,1,15,11,0,1981,379,570,371,1,58,1,15,11,0,3.0
41b95fbe,2553,572901.0904817862,573025.5851938896,124.49471210340775,582281.0,582392.0,115.0,311,150.5307481394438,146.0,140,1526,832.7614571092832,931.0,906,0,104,105,2143,237,173,0,0,9.042194092827005,4.906752411575563,40,1745,351,237,146,0,24,0,20,17,0,1745,351,237,146,0,24,0,20,17,0,3.5
41b9cd13,3369,757288.677945978,757379.426832888,90.74888691006234,598100.0,598206.0,83.0,479,242.68685069753636,238.0,78,2547,1231.093499554764,1186.0,940,0,104,105,3137,182,50,0,0,17.236263736263737,5.317327766179541,41,2557,535,182,25,0,21,1,17,17,0,2557,535,182,25,0,21,1,17,17,0,5.0
41eb8f63,4823,687412.5519386274,687511.5824175824,99.03047895500725,610477.0,610580.0,93.0,527,268.0534936761352,266.0,114,3173,1286.3744557329462,1324.0,1525,0,104,105,3947,741,134,1,0,5.326585695006748,6.020872865275142,88,3133,707,741,80,4,49,0,35,27,0,3133,707,741,80,4,49,0,35,27,0,3.5
421391ad,3380,384827.5529585799,384934.9047337278,107.35177514792899,358879.0,359002.0,104.0,417,221.84171597633136,222.5,398,2452,1274.5991124260354,1267.5,0,0,104,105,2830,362,188,0,0,7.81767955801105,5.880095923261391,75,2255,481,364,23,0,151,1,22,34,0,2255,481,364,23,0,151,1,22,34,0,5.0
421595e4,4715,435496.3770943796,435594.16097560973,97.78388123011665,430438.0,430543.0,101.0,640,305.95800636267234,301.0,482,3740,1747.5230116648993,1741.0,2844,0,104,105,4134,394,187,0,0,10.49238578680203,5.84375,114,3274,734,394,179,0,6,0,48,27,0,3274,734,394,179,0,6,0,48,27,0,5.5
4219ea83,3324,714943.2728640193,715063.4130565583,120.1401925391095,580138.5,580219.0,115.0,423,220.56167268351385,221.0,201,2230,858.3868832731648,844.5,1121,0,104,105,2813,342,164,5,0,8.225146198830409,5.2718676122931445,66,2245,503,342,88,9,64,1,34,29,0,2245,503,342,88,9,64,1,34,29,0,4.0
42244528,3527,834473.8599376241,834601.9444286929,128.08449106889708,922837.0,922937.0,120.0,498,251.14346470087892,248.0,487,2783,1357.6654380493337,1350.0,543,0,104,105,3096,313,118,0,0,9.891373801916933,5.588353413654619,89,2427,563,311,63,0,52,0,26,37,0,2427,563,311,63,0,52,0,26,37,0,4.5
422636b0,6344,564858.6910466582,564934.1149117276,75.42386506935688,547667.5,547770.0,71.0,645,430.0206494325347,492.0,643,3550,1704.3642812105927,1825.5,679,0,104,105,3847,280,2215,2,0,13.739285714285714,5.503875968992248,85,3056,702,280,76,1980,83,74,31,43,1,3056,702,280,76,1980,83,74,31,43,1,5.5
426da54b,4134,935395.4782293178,935505.2552007741,109.77697145621674,859954.0,860051.0,105.0,589,286.6586840832124,295.5,420,3083,1482.865747460087,1463.5,2268,0,104,105,3621,395,116,1,1,9.167088607594936,5.234295415959253,34,2919,660,395,44,30,40,0,24,6,0,2919,660,395,44,30,40,0,24,6,0,4.0
429585ca,2830,860446.7572438163,860576.828975265,130.07173144876324,850723.0,850877.5,126.0,227,105.84240282685512,89.0,60,1361,606.2321554770318,513.5,470,0,104,105,2308,431,87,4,0,5.354988399071925,5.995594713656388,30,1886,384,430,32,1,53,0,13,12,0,1883,384,430,32,1,53,0,13,12,0,3.0
4297d74a,2237,297740.55029056774,297829.8676799285,89.31738936075101,215712.0,215813.0,91.0,216,109.85113991953509,109.0,216,1184,504.497988377291,481.0,920,0,104,105,1605,374,253,5,0,4.291443850267379,5.481481481481482,24,1296,286,385,68,0,166,1,13,9,0,1295,286,385,68,0,166,1,13,9,0,3.0
42c392da,5650,985149.7934513275,985243.0796460178,93.28619469026549,988746.0,988779.5,100.0,365,139.90477876106195,114.0,114,2121,759.9782300884956,581.0,1347,0,104,105,3125,945,1576,4,0,3.306878306878307,5.810958904109589,70,2517,524,950,171,971,30,370,29,10,22,2517,524,950,171,971,30,370,29,10,22,4.0
431c41af,1653,779335.15184513,779400.9007864489,65.74894131881427,794224.0,794285.0,62.0,204,104.63581367211131,99.0,39,1234,605.6575922565033,600.0,0,0,104,105,1399,201,53,0,0,6.960199004975125,6.049019607843137,11,982,399,222,0,0,16,0,10,0,0,982,399,222,0,0,16,0,10,0,0,3.0
4393ebf4,4771,676601.6608677426,676708.4479144834,106.78704674072522,650365.0,650453.0,109.0,496,218.71221966044854,205.0,0,3028,1313.1748061203102,1228.0,0,0,104,105,3527,480,761,2,1,7.347916666666666,6.104838709677419,69,2861,593,456,689,8,37,0,29,36,0,2861,593,456,689,8,37,0,29,36,0,5.0
439423ad,3322,606554.0222757375,606680.4984948826,126.47621914509331,589443.5,589552.0,108.0,337,191.4283564118001,191.0,331,1912,1037.5508729680914,1042.5,1795,0,104,105,2332,420,570,0,0,5.552380952380952,5.673590504451038,58,1864,406,420,28,285,25,157,15,28,21,1864,406,420,28,285,25,157,15,28,21,3.0
439e2f35,1917,1053694.2237871673,1053841.231090245,147.00730307772562,1096900.0,1097021.0,149.0,211,115.48565466875326,116.0,196,1310,710.6750130412103,732.0,86,0,104,105,1598,287,32,0,0,5.56794425087108,6.208530805687204,21,1289,280,287,15,0,17,0,9,12,0,1289,280,287,15,0,17,0,9,12,0,3.5
43a4e74a,3175,1130184.4056692913,1130315.851023622,131.44535433070865,1222825.0,1222971.0,127.0,354,162.26551181102363,163.0,83,1957,908.0381102362205,918.0,731,0,104,105,2715,305,150,5,0,8.901639344262295,5.528248587570621,57,2176,478,303,56,0,84,0,24,21,0,2175,478,303,56,0,84,0,24,21,0,4.0
43c6ef75,1578,1106262.9106463878,1106351.6869455006,88.77629911280101,983689.5,983785.0,87.0,180,88.66223067173638,91.0,33,964,410.4803548795944,333.5,173,0,104,105,1234,272,72,0,0,4.536764705882353,5.355555555555555,17,977,232,273,37,1,26,7,7,6,0,977,232,273,37,1,26,7,7,6,0,2.0
